,description,alternatives,year,subject,ground_truth,index_question,text_concat_english,text_concat_portuguese
361,"QUESTÃO 08) O cidadão norte-americano desperta num leito construído segundo padrão originário do Oriente Próximo, mas modificado na Europa Setentrional antes de ser transmitido à América. Sai debaixo de cobertas feitas de algodão cuja planta se tornou doméstica na Índia. No restaurante, toda uma série de elementos tomada de empréstimo o espera. O prato é feito de uma espécie de cerâmica inventada na China. A faca é de aço, liga feita pela primeira vez na Índia do Sul; o garfo é inventado na Itália medieval; a colher vem de um original romano. Lê notícias do dia impressas em caracteres inventados pelos antigos semitas, em material inventado na China e por um processo inventado na Alemanha.
A situação descrita é um exemplo de como os costumes resultam da","['A) assimilação de valores de povos exóticos.', 'B) experimentação de hábitos sociais variados.', 'C) recuperação de heranças da Antiguidade Clássica.', 'D) fusão de elementos de tradições culturais diferentes.', 'E) valorização de comportamento de grupos privilegiados.']",2014,Ciências humanas e suas tecnologias,D,8,"Question 08) The US citizen awakens in a bed built according to the nearby orient pattern, but modified in northern Europe before being transmitted to America. He leaves under covers made of cotton whose plant became a domestic in India. In the restaurant, a whole series of elements loan awaits you. The dish is made of a kind of ceramic invented in China. The knife is steel, a league made for the first time in Southern India; The fork is invented in medieval Italy; The spoon comes from an original Roman. Reads news of the day printed on characters invented by the old sections, in material invented in China and by a process invented in Germany.
The situation described is an example of how customs result from
A) Assimilation of values ​​of exotic peoples.
B) experimentation of varied social habits.
C) Recovery of inheritances of classical antiquity.
D) fusion of elements of different cultural traditions.
E) valorization of behavior of privileged groups.","QUESTÃO 08) O cidadão norte-americano desperta num leito construído segundo padrão originário do Oriente Próximo, mas modificado na Europa Setentrional antes de ser transmitido à América. Sai debaixo de cobertas feitas de algodão cuja planta se tornou doméstica na Índia. No restaurante, toda uma série de elementos tomada de empréstimo o espera. O prato é feito de uma espécie de cerâmica inventada na China. A faca é de aço, liga feita pela primeira vez na Índia do Sul; o garfo é inventado na Itália medieval; a colher vem de um original romano. Lê notícias do dia impressas em caracteres inventados pelos antigos semitas, em material inventado na China e por um processo inventado na Alemanha.
A situação descrita é um exemplo de como os costumes resultam da
A) assimilação de valores de povos exóticos.
B) experimentação de hábitos sociais variados.
C) recuperação de heranças da Antiguidade Clássica.
D) fusão de elementos de tradições culturais diferentes.
E) valorização de comportamento de grupos privilegiados."
362,"QUESTÃO 11) Compreende-se assim o alcance de uma reivindicação que surge desde o nascimento da cidade na Grécia antiga: a redação das leis. Ao escrevê-las, não se faz mais que assegurar-lhes permanência e fixidez. As leis tornam-se bem comum, regra geral, suscetível de ser aplicada a todos da mesma maneira.
VERNANT, J. P. As origens do pensamento grego. Rio de Janeiro: Para o autor, a reivindicação atendida na Grécia antiga, ainda vigente no mundo contemporâneo, buscava garantir o seguinte princípio:","['A) Isonomia — igualdade de tratamento aos cidadãos.', 'B) Transparência — acesso às informações governamentais.', 'C) Tripartição — separação entre os poderes políticos estatais.', 'D) Equiparação — igualdade de gênero na participação política.', 'E) Elegibilidade — permissão para candidatura aos cargos públicos.']",2014,Ciências humanas e suas tecnologias,A,11,"Question 11) Thus, the scope of a claim that arises since the birth of the city in ancient Greece: the writing of the laws. In writing them, it is no longer done to ensure their permanence and fixedness. Laws become very common, as a rule, likely to be applied to all in the same way.
VERNANT, J. P. The origins of Greek thought. Rio de Janeiro: For the author, the claim attended to ancient Greece, still in force in the contemporary world, sought to ensure the following principle:
A) isonomy - equal treatment to citizens.
B) Transparency - access to government information.
C) tripartition - separation between state political powers.
D) Equipment - gender equality in political participation.
E) eligibility - permission for candidacy for public office.","QUESTÃO 11) Compreende-se assim o alcance de uma reivindicação que surge desde o nascimento da cidade na Grécia antiga: a redação das leis. Ao escrevê-las, não se faz mais que assegurar-lhes permanência e fixidez. As leis tornam-se bem comum, regra geral, suscetível de ser aplicada a todos da mesma maneira.
VERNANT, J. P. As origens do pensamento grego. Rio de Janeiro: Para o autor, a reivindicação atendida na Grécia antiga, ainda vigente no mundo contemporâneo, buscava garantir o seguinte princípio:
A) Isonomia — igualdade de tratamento aos cidadãos.
B) Transparência — acesso às informações governamentais.
C) Tripartição — separação entre os poderes políticos estatais.
D) Equiparação — igualdade de gênero na participação política.
E) Elegibilidade — permissão para candidatura aos cargos públicos."
363,"QUESTÃO 12) Panayiotis Zavos “quebrou” o último tabu da clonagem humana — transferiu embriões para o útero de mulheres, que os gerariam. Esse procedimento é crime em inúmeros países. Aparentemente, o médico possuía um laboratório secreto, no qual fazia seus experimentos. “Não tenho nenhuma dúvida de que uma criança clonada irá aparecer em breve. Posso não ser eu o médico que irá criá-la, mas vai acontecer”, declarou Zavos. “Se nos esforçarmos, podemos ter um bebê clonado daqui a um ano, ou dois, mas não sei se é o caso. Não sofremos pressão para entregar um bebê clonado ao mundo. Sofremos pressão para entregar um bebê clonado saudável ao mundo.” A clonagem humana é um importante assunto de reflexão no campo da bioética que, entre outras questões, dedica-se a","['A) refletir sobre as relações entre o conhecimento da vida e os valores éticos do homem.', 'B) legitimar o predomínio da espécie humana sobre as demais espécies animais no planeta.', 'C) relativizar, no caso da clonagem humana, o uso dos valores de certo e errado, de bem e mal.', 'D) legalizar, pelo uso das técnicas de clonagem, os processos de reprodução humana e animal.', 'E) fundamentar técnica e economicamente as pesquisas sobre células-tronco para uso em seres humanos.']",2014,Ciências humanas e suas tecnologias,A,12,"Question 12) Panayiotis Zavos “broke” the last taboo of human cloning - transferred embryos to the uterus of women, which would generate them. This procedure is a crime in numerous countries. Apparently the doctor had a secret laboratory in which he did his experiments. “I have no doubt that a cloned child will appear soon. I may not be me the doctor who will create her, but it will happen, ”said Zavos. “If we strive, we may have a cloned baby in a year, or two, but I don't know if that's the case. We do not suffer pressure to deliver a cloned baby to the world. We suffer pressure to deliver a healthy cloned baby to the world. ” Human cloning is an important subject of reflection in the field of bioethics that, among other issues, is dedicated to
A) Reflect on the relationship between the knowledge of life and the ethical values ​​of man.
B) legitimize the predominance of the human species over the other animal species on the planet.
C) relativize, in the case of human cloning, the use of the values ​​of right and wrong, of good and evil.
D) Legalize, by the use of cloning techniques, the processes of human and animal reproduction.
E) technically and economically substantiate stem cell research for use in humans.","QUESTÃO 12) Panayiotis Zavos “quebrou” o último tabu da clonagem humana — transferiu embriões para o útero de mulheres, que os gerariam. Esse procedimento é crime em inúmeros países. Aparentemente, o médico possuía um laboratório secreto, no qual fazia seus experimentos. “Não tenho nenhuma dúvida de que uma criança clonada irá aparecer em breve. Posso não ser eu o médico que irá criá-la, mas vai acontecer”, declarou Zavos. “Se nos esforçarmos, podemos ter um bebê clonado daqui a um ano, ou dois, mas não sei se é o caso. Não sofremos pressão para entregar um bebê clonado ao mundo. Sofremos pressão para entregar um bebê clonado saudável ao mundo.” A clonagem humana é um importante assunto de reflexão no campo da bioética que, entre outras questões, dedica-se a
A) refletir sobre as relações entre o conhecimento da vida e os valores éticos do homem.
B) legitimar o predomínio da espécie humana sobre as demais espécies animais no planeta.
C) relativizar, no caso da clonagem humana, o uso dos valores de certo e errado, de bem e mal.
D) legalizar, pelo uso das técnicas de clonagem, os processos de reprodução humana e animal.
E) fundamentar técnica e economicamente as pesquisas sobre células-tronco para uso em seres humanos."
364,"QUESTÃO 13) Quando é meio-dia nos Estados Unidos, o Sol, todo mundo sabe, está se deitando na França. Bastaria ir à França num minuto para assistir ao pôr do sol.
SAINT-EXUPÉRY, A. O Pequeno Príncipe. Rio de Janeiro: Agir, 1996.
A diferença espacial citada é causada por qual característica física da Terra?","['A) Achatamento de suas regiões polares.', 'B) Movimento em torno de seu próprio eixo.', 'C) Arredondamento de sua forma geométrica.', 'D) Variação periódica de sua distância do Sol.', 'E) Inclinação em relação ao seu plano de órbita.']",2014,Ciências humanas e suas tecnologias,B,13,"Question 13) When it is noon in the United States, the Sun, everyone knows, is lying in France. Just go to France in a minute to watch the sunset.
SAINT-EXUPERY, A. The little prince. Rio de Janeiro: Act, 1996.
The spatial difference cited is caused by which physical characteristic of the earth?
A) flattening of their polar regions.
B) movement around its own axis.
C) rounding of its geometric form.
D) periodic variation of its distance from the sun.
E) inclination in relation to its orbit plan.","QUESTÃO 13) Quando é meio-dia nos Estados Unidos, o Sol, todo mundo sabe, está se deitando na França. Bastaria ir à França num minuto para assistir ao pôr do sol.
SAINT-EXUPÉRY, A. O Pequeno Príncipe. Rio de Janeiro: Agir, 1996.
A diferença espacial citada é causada por qual característica física da Terra?
A) Achatamento de suas regiões polares.
B) Movimento em torno de seu próprio eixo.
C) Arredondamento de sua forma geométrica.
D) Variação periódica de sua distância do Sol.
E) Inclinação em relação ao seu plano de órbita."
365,"QUESTÃO 14) Uma norma só deve pretender validez quando todos os que possam ser concernidos por ela cheguem (ou possam chegar), enquanto participantes de um discurso prático, a um acordo quanto à validade dessa norma.
HABERMAS, J. Consciência moral e agir comunicativo. Rio de Janeiro: Tempo Brasileiro, 1989.
Segundo Habermas, a validez de uma norma deve ser estabelecida pelo(a)","['A) liberdade humana, que consagra a vontade.', 'B) razão comunicativa, que requer um consenso.', 'C) conhecimento filosófico, que expressa a verdade.', 'D) técnica científica, que aumenta o poder do homem.', 'E) poder político, que se concentra no sistema partidário.']",2014,Ciências humanas e suas tecnologias,B,14,"QUESTION 14) A standard should only want to validity when all who may be concerned with it reaches (or may arrive), as participants in a practical discourse, to an agreement as to the validity of this norm.
HABERMAS, J. Moral conscience and act communicative. Rio de Janeiro: Brazilian Time, 1989.
According to Habermas, the validity of a standard must be established by
A) Human freedom, which consecrates the will.
B) Communicative reason, which requires consensus.
C) philosophical knowledge, which expresses the truth.
D) scientific technique, which increases the power of man.
E) political power, which focuses on the party system.","QUESTÃO 14) Uma norma só deve pretender validez quando todos os que possam ser concernidos por ela cheguem (ou possam chegar), enquanto participantes de um discurso prático, a um acordo quanto à validade dessa norma.
HABERMAS, J. Consciência moral e agir comunicativo. Rio de Janeiro: Tempo Brasileiro, 1989.
Segundo Habermas, a validez de uma norma deve ser estabelecida pelo(a)
A) liberdade humana, que consagra a vontade.
B) razão comunicativa, que requer um consenso.
C) conhecimento filosófico, que expressa a verdade.
D) técnica científica, que aumenta o poder do homem.
E) poder político, que se concentra no sistema partidário."
366,"QUESTÃO 15) O índio era o único elemento então disponível para ajudar o colonizador como agricultor, pescador, guia, conhecedor da natureza tropical e, para tudo isso, deveria ser tratado como gente, ter reconhecidas sua inocência e alma na medida do possível. A discussão religiosa e jurídica em torno dos limites da liberdade dos índios se confundiu com uma disputa entre jesuítas e colonos. Os padres se apresentavam como defensores da liberdade, enfrentando a cobiça desenfreada dos colonos.
Entre os séculos XVI e XVIII, os jesuítas buscaram a conversão dos indígenas ao catolicismo. Essa aproximação dos jesuítas em relação ao mundo indígena foi mediada pela","['A) demarcação do território indígena.', 'B) manutenção da organização familiar.', 'C) valorização dos líderes religiosos indígenas.', 'D) preservação do costume das moradias coletivas.', 'E) comunicação pela língua geral baseada no tupi.']",2014,Ciências humanas e suas tecnologias,E,15,"Question 15) The Indian was the only element then available to help the colonizer as a farmer, fisherman, guide, knowledgeable of the tropical nature, and for all this, he should be treated as people, having recognized his innocence and soul as far as possible. The religious and legal discussion around the limits of the freedom of the Indians was confused with a dispute between Jesuits and settlers. The priests presented themselves as defenders of freedom, facing the unbridled greed of the settlers.
Between the 16th and 18th centuries, the Jesuits sought the conversion of the indigenous people to Catholicism. This approach of the Jesuits to the indigenous world was mediated by
A) Demarcation of the indigenous territory.
B) Maintenance of family organization.
C) appreciation of indigenous religious leaders.
D) Preservation of the custom of collective houses.
E) Communication by the general language based on Tupi.","QUESTÃO 15) O índio era o único elemento então disponível para ajudar o colonizador como agricultor, pescador, guia, conhecedor da natureza tropical e, para tudo isso, deveria ser tratado como gente, ter reconhecidas sua inocência e alma na medida do possível. A discussão religiosa e jurídica em torno dos limites da liberdade dos índios se confundiu com uma disputa entre jesuítas e colonos. Os padres se apresentavam como defensores da liberdade, enfrentando a cobiça desenfreada dos colonos.
Entre os séculos XVI e XVIII, os jesuítas buscaram a conversão dos indígenas ao catolicismo. Essa aproximação dos jesuítas em relação ao mundo indígena foi mediada pela
A) demarcação do território indígena.
B) manutenção da organização familiar.
C) valorização dos líderes religiosos indígenas.
D) preservação do costume das moradias coletivas.
E) comunicação pela língua geral baseada no tupi."
367,"QUESTÃO 18) Todo homem de bom juízo, depois que tiver realizado sua viagem, reconhecerá que é um milagre manifesto ter podido escapar de todos os perigos que se apresentam em sua peregrinação; tanto mais que há tantos outros acidentes que diariamente podem aí ocorrer que seria coisa pavorosa àqueles que aí navegam querer pô-los todos diante dos olhos quando querem empreender suas viagens.
J. P. T. Histoire de plusieurs voyages aventureux. 1600. In: DELUMEAU, J. História do Esse relato, associado ao imaginário das viagens marítimas da época moderna, expressa um sentimento de","['A) gosto pela aventura.', 'B) fascínio pelo fantástico.', 'C) temor do desconhecido.', 'D) interesse pela natureza.', 'E) purgação dos pecados.']",2014,Ciências humanas e suas tecnologias,C,18,"Question 18) Every man of good judgment, after he has made his trip, will recognize that it is a manifest miracle to have escaped all the dangers that present themselves in his pilgrimage; So much so that there are so many other accidents that can daily happen that it would be a dreadful thing to those who navigate to want to put them all in front of their eyes when they want to undertake their travels.
J. P. T. Histoire de Plusieurs Voyages Adventureux. 1600.
A) taste for adventure.
B) Fascination for the fantastic.
C) fear of the unknown.
D) Interest in nature.
E) purge of sins.","QUESTÃO 18) Todo homem de bom juízo, depois que tiver realizado sua viagem, reconhecerá que é um milagre manifesto ter podido escapar de todos os perigos que se apresentam em sua peregrinação; tanto mais que há tantos outros acidentes que diariamente podem aí ocorrer que seria coisa pavorosa àqueles que aí navegam querer pô-los todos diante dos olhos quando querem empreender suas viagens.
J. P. T. Histoire de plusieurs voyages aventureux. 1600. In: DELUMEAU, J. História do Esse relato, associado ao imaginário das viagens marítimas da época moderna, expressa um sentimento de
A) gosto pela aventura.
B) fascínio pelo fantástico.
C) temor do desconhecido.
D) interesse pela natureza.
E) purgação dos pecados."
368,"QUESTÃO 19) TEXTO I Olhamos o homem alheio às atividades públicas não como alguém que cuida apenas de seus próprios interesses, mas como um inútil; nós, cidadãos atenienses, decidimos as questões públicas por nós mesmos na crença de que não é o debate que é empecilho à ação, e sim o fato de não se estar esclarecido pelo debate antes de chegar a hora da ação.
TEXTO II Um cidadão integral pode ser definido por nada mais nada menos que pelo direito de administrar justiça e exercer funções públicas; algumas destas, todavia, são limitadas quanto ao tempo de exercício, de tal modo que não podem de forma alguma ser exercidas duas vezes pela mesma pessoa, ou somente podem sê-lo depois de certos intervalos de tempo prefixados.
ARISTÓTELES. Política. Brasília: UnB, 1985.
Comparando os textos I e II, tanto para Tucídides (no século V a.C.) quanto para Aristóteles (no século IV a.C.), a cidadania era definida pelo(a)","['A) prestígio social.', 'B) acúmulo de riqueza.', 'C) participação política.', 'D) local de nascimento.', 'E) grupo de parentesco.']",2014,Ciências humanas e suas tecnologias,C,19,"QUESTION 19) TEXT I WE LOOK AT THE PUBLIC ACTIVITY MAN NOT AS SOMEONE THAT MEANING ONLY HIS OWN INTERESTS, BUT AS A Useless; We athenian citizens have decided on public issues for ourselves in the belief that it is not the debate that is a hindrance to action, but the fact that it is not clarified by the debate before the time of action comes.
Text II An integral citizen can be defined by nothing less than by the right to manage justice and perform public functions; Some of these, however, are limited as to the time of exercise, so that they cannot in any way be exercised twice by the same person, or they can only be after certain intervals of prefixed time.
Aristotle. Policy. Brasilia: UnB, 1985.
Comparing texts I and II, both for Tucydides (in the 5th century BC) and for Aristotle (in the fourth century BC), citizenship was defined by (A)
A) Social prestige.
B) accumulation of wealth.
C) Political participation.
D) place of birth.
E) kinship group.","QUESTÃO 19) TEXTO I Olhamos o homem alheio às atividades públicas não como alguém que cuida apenas de seus próprios interesses, mas como um inútil; nós, cidadãos atenienses, decidimos as questões públicas por nós mesmos na crença de que não é o debate que é empecilho à ação, e sim o fato de não se estar esclarecido pelo debate antes de chegar a hora da ação.
TEXTO II Um cidadão integral pode ser definido por nada mais nada menos que pelo direito de administrar justiça e exercer funções públicas; algumas destas, todavia, são limitadas quanto ao tempo de exercício, de tal modo que não podem de forma alguma ser exercidas duas vezes pela mesma pessoa, ou somente podem sê-lo depois de certos intervalos de tempo prefixados.
ARISTÓTELES. Política. Brasília: UnB, 1985.
Comparando os textos I e II, tanto para Tucídides (no século V a.C.) quanto para Aristóteles (no século IV a.C.), a cidadania era definida pelo(a)
A) prestígio social.
B) acúmulo de riqueza.
C) participação política.
D) local de nascimento.
E) grupo de parentesco."
369,"QUESTÃO 20) Antes de o sol começar a esquentar as terras da faixa ao sul do Saara conhecida como Sahel, duas dezenas de mulheres da aldeia de Widou, no norte do Senegal, regam a horta cujas frutas e verduras alimentam a população local. É um pequeno terreno que, visto do céu, forma uma mancha verde — um dos primeiros pedaços da “Grande Muralha Verde”, barreira vegetal que se estenderá por 7 000 km do Senegal ao Djibuti, e é parte de um plano conjunto de vinte países africanos.
O projeto ambiental descrito proporciona a seguinte consequência regional imediata:","['A) Facilita as trocas comerciais.', 'B) Soluciona os conflitos fundiários.', 'C) Restringe a diversidade biológica.', 'D) Fomenta a atividade de pastoreio.', 'E) Evita a expansão da desertificação.']",2014,Ciências humanas e suas tecnologias,E,20,"Question 20) Before the sun begins to heat the lands of the southern track of Sahara known as Sahel, two dozen women from the village of Widou in northern Senegal water the garden whose fruits and vegetables feed the local population. It is a small terrain that, seen from the sky, forms a green spot - one of the first pieces of the “great green wall”, a vegetable barrier that will extend 7,000 km from Senegal to Djibuti, and is part of a joint plane of twenty countries Africans.
The described environmental project provides the following immediate regional consequence:
A) Facilitates trade exchanges.
B) solves land conflicts.
C) restricts biological diversity.
D) fosters the grazing activity.
E) prevents the expansion of desertification.","QUESTÃO 20) Antes de o sol começar a esquentar as terras da faixa ao sul do Saara conhecida como Sahel, duas dezenas de mulheres da aldeia de Widou, no norte do Senegal, regam a horta cujas frutas e verduras alimentam a população local. É um pequeno terreno que, visto do céu, forma uma mancha verde — um dos primeiros pedaços da “Grande Muralha Verde”, barreira vegetal que se estenderá por 7 000 km do Senegal ao Djibuti, e é parte de um plano conjunto de vinte países africanos.
O projeto ambiental descrito proporciona a seguinte consequência regional imediata:
A) Facilita as trocas comerciais.
B) Soluciona os conflitos fundiários.
C) Restringe a diversidade biológica.
D) Fomenta a atividade de pastoreio.
E) Evita a expansão da desertificação."
370,"QUESTÃO 21) Estatuto da Frente Negra Brasileira (FNB) Art. 1º - Fica fundada nesta cidade de São Paulo, para se irradiar por todo o Brasil, a Frente Negra Brasileira, união política e social da Gente Negra Nacional, para a afirmação dos direitos históricos da mesma, em virtude da sua atividade material e moral no passado e para reivindicação de seus direitos sociais e políticos, atuais, na Comunhão Brasileira.
Diário Oficial do Estado de São Paulo, 4 nov. 1931.
Quando foi fechada pela ditadura do Estado Novo, em 1937, a FNB caracterizava-se como uma organização","['A) política, engajada na luta por direitos sociais para a população negra no Brasil.', 'B) beneficente, dedicada ao auxílio dos negros pobres brasileiros depois da abolição.', 'C) paramilitar, voltada para o alistamento de negros na luta contra as oligarquias regionais.', 'D) democrático-liberal, envolvida na Revolução Constitucionalista conduzida a partir de São Paulo.', 'E) internacionalista, ligada à exaltação da identidade das populações africanas em situação de diáspora.']",2014,Ciências humanas e suas tecnologias,A,21,"QUESTION 21) BRAZILIAN BLACK FRONT STATUS (FNB) Art. 1 - It is founded in this city of São Paulo, to radiate throughout Brazil, the Brazilian Black Front, political and social union of the national black people, for the affirmation of its historical rights, due to its material and moral activity in Past and to claim their current social and political rights in Brazilian communion.
Official Gazette of the State of São Paulo, 4 nov. 1931.
When it was closed by the Estado Novo dictatorship in 1937, the FNB was characterized as an organization
A) Politics, engaged in the struggle for social rights for the black population in Brazil.
B) Beneficent, dedicated to the aid of poor Brazilian blacks after abolition.
C) paramilitary, focused on the enlistment of blacks in the fight against the regional oligarchies.
D) democratic-liberal, involved in the Constitutionalist Revolution led from São Paulo.
E) internationalist, linked to the exaltation of the identity of African populations in a diaspora situation.","QUESTÃO 21) Estatuto da Frente Negra Brasileira (FNB) Art. 1º - Fica fundada nesta cidade de São Paulo, para se irradiar por todo o Brasil, a Frente Negra Brasileira, união política e social da Gente Negra Nacional, para a afirmação dos direitos históricos da mesma, em virtude da sua atividade material e moral no passado e para reivindicação de seus direitos sociais e políticos, atuais, na Comunhão Brasileira.
Diário Oficial do Estado de São Paulo, 4 nov. 1931.
Quando foi fechada pela ditadura do Estado Novo, em 1937, a FNB caracterizava-se como uma organização
A) política, engajada na luta por direitos sociais para a população negra no Brasil.
B) beneficente, dedicada ao auxílio dos negros pobres brasileiros depois da abolição.
C) paramilitar, voltada para o alistamento de negros na luta contra as oligarquias regionais.
D) democrático-liberal, envolvida na Revolução Constitucionalista conduzida a partir de São Paulo.
E) internacionalista, ligada à exaltação da identidade das populações africanas em situação de diáspora."
371,"QUESTÃO 22) No século XIX, o preço mais alto dos terrenos situados no centro das cidades é causa da especialização dos bairros e de sua diferenciação social. Muitas pessoas, que não têm meios de pagar os altos aluguéis dos bairros elegantes, são progressivamente rejeitadas para a periferia, como os subúrbios e os bairros mais afastados.
Uma consequência geográfica do processo socioespacial descrito no texto é a","['A) criação de condomínios fechados de moradia.', 'B) decadência das áreas centrais de comércio popular.', 'C) aceleração do processo conhecido como cercamento.', 'D) ampliação do tempo de deslocamento diário da população.', 'E) contenção da ocupação de espaços sem infraestrutura satisfatória.']",2014,Ciências humanas e suas tecnologias,D,22,"Question 22) In the nineteenth century, the highest price of land located in the center of cities is causing the specialization of neighborhoods and their social differentiation. Many people, who have no means of paying high rents in elegant neighborhoods, are progressively rejected to the periphery, such as suburbs and the farthest neighborhoods.
A geographical consequence of the socio -spatial process described in the text is the
A) Creation of closed housing condominiums.
B) decay of the central areas of popular trade.
C) acceleration of the process known as fencing.
D) expansion of the daily displacement time of the population.
E) Containment of the occupation of spaces without satisfactory infrastructure.","QUESTÃO 22) No século XIX, o preço mais alto dos terrenos situados no centro das cidades é causa da especialização dos bairros e de sua diferenciação social. Muitas pessoas, que não têm meios de pagar os altos aluguéis dos bairros elegantes, são progressivamente rejeitadas para a periferia, como os subúrbios e os bairros mais afastados.
Uma consequência geográfica do processo socioespacial descrito no texto é a
A) criação de condomínios fechados de moradia.
B) decadência das áreas centrais de comércio popular.
C) aceleração do processo conhecido como cercamento.
D) ampliação do tempo de deslocamento diário da população.
E) contenção da ocupação de espaços sem infraestrutura satisfatória."
372,"QUESTÃO 23) Três décadas — de 1884 a 1914 — separam o século XIX — que terminou com a corrida dos países europeus para a África e com o surgimento dos movimentos de unificação nacional na Europa — do século XX, que começou com a Primeira Guerra Mundial. É o período do Imperialismo, da quietude estagnante na Europa e dos acontecimentos empolgantes na Ásia e na África. ARENDT, H. As origens do totalitarismo. São Paulo: Cia. das Letras, 2012.
O processo histórico citado contribuiu para a eclosão da Primeira Grande Guerra na medida em que","['A) difundiu as teorias socialistas.', 'B) acirrou as disputas territoriais.', 'C) superou as crises econômicas.', 'D) multiplicou os conflitos religiosos.', 'E) conteve os sentimentos xenófobos.']",2014,Ciências humanas e suas tecnologias,B,23,"Question 23) Three decades - from 1884 to 1914 - separate the nineteenth century - which ended with the race of European countries to Africa and the emergence of national unification movements in Europe - from the twentieth century, which began with World War . It is the period of imperialism, stagnant stillness in Europe and the exciting events in Asia and Africa. ARENDT, H. The origins of totalitarianism. Sao Paulo: Cia. das Letras, 2012.
The historical process cited contributed to the outbreak of the First Great War as
A) spread socialist theories.
B) He intensified the territorial disputes.
C) surpassed the economic crises.
D) multiplied the religious conflicts.
E) Contened the xenophobic feelings.","QUESTÃO 23) Três décadas — de 1884 a 1914 — separam o século XIX — que terminou com a corrida dos países europeus para a África e com o surgimento dos movimentos de unificação nacional na Europa — do século XX, que começou com a Primeira Guerra Mundial. É o período do Imperialismo, da quietude estagnante na Europa e dos acontecimentos empolgantes na Ásia e na África. ARENDT, H. As origens do totalitarismo. São Paulo: Cia. das Letras, 2012.
O processo histórico citado contribuiu para a eclosão da Primeira Grande Guerra na medida em que
A) difundiu as teorias socialistas.
B) acirrou as disputas territoriais.
C) superou as crises econômicas.
D) multiplicou os conflitos religiosos.
E) conteve os sentimentos xenófobos."
373,"QUESTÃO 26) –75 275 a –31 400 –31 399 a 0 0 a 19 168 19 169 a 293 119 Saldo do deslocamento Fluxo de pessoas 15 000 a 31 400 31 401 a 58 300 58 301 a 103 200 limite de município Confins Ribeirão das Neves Vespasiano Santa Luzia Sabará Nova Lima Betim Ibirité Região Metropolitana de Belo Horizonte Itabirito Contagem Belo Horizonte Nota: O saldo considera apenas as pessoas que se deslocavam para o trabalho e retornavam aos seus municípios diariamente.
O fluxo migratório representado está associado ao processo de","['A) fuga de áreas degradadas.', 'B) inversão da hierarquia urbana.', 'C) busca por amenidades ambientais.', 'D) conurbação entre municípios contíguos.', 'E) desconcentração dos investimentos produtivos.']",2014,Ciências humanas e suas tecnologias,D,26,"Question 26) –75 275 A –31 400 –31 399 to 0 0 to 19 168 19 169 to 293 119 Personnel Flow Balance 15 000 to 31 400 31 401 to 58 300 58 301 to 103 200 municipality Limit Ribeirão of the Neves Vespasiano Santa Luzia Sabará Nova Lima Betim Ibirité Metropolitan Region of Belo Horizonte Itabirito Contagem Belo Horizonte Note: The balance considers only the people who moved to work and returned to their municipalities daily.
The migratory flow represented is associated with the process of
A) Escape from degraded areas.
B) Reversal of urban hierarchy.
C) Search for environmental amenities.
D) conurbation between contiguous municipalities.
E) deconcentration of productive investments.","QUESTÃO 26) –75 275 a –31 400 –31 399 a 0 0 a 19 168 19 169 a 293 119 Saldo do deslocamento Fluxo de pessoas 15 000 a 31 400 31 401 a 58 300 58 301 a 103 200 limite de município Confins Ribeirão das Neves Vespasiano Santa Luzia Sabará Nova Lima Betim Ibirité Região Metropolitana de Belo Horizonte Itabirito Contagem Belo Horizonte Nota: O saldo considera apenas as pessoas que se deslocavam para o trabalho e retornavam aos seus municípios diariamente.
O fluxo migratório representado está associado ao processo de
A) fuga de áreas degradadas.
B) inversão da hierarquia urbana.
C) busca por amenidades ambientais.
D) conurbação entre municípios contíguos.
E) desconcentração dos investimentos produtivos."
