description,alternatives,year,subject,ground_truth,index_question
"Questão 69) Localizado a 160 km da cidade de Porto Velho (capital do estado de Rondônia), nos limites da Reserva Extrativista Jaci-Paraná e Terra Indígena Karipunas, o povoado de União Bandeirantes surgiu em 2000 a partir de movimentos de camponeses, madeireiros, pecuaristas e grileiros que, à revelia do ordenamento territorial e diante da passividade governamental, demarcaram e invadiram terras na área rural fundando a vila. Atualmente, constitui-se na região de maior produção agrícola e leiteira do município de Porto Velho, fornecendo, inclusive, alimentos para a Hidrelétrica de Jirau.
A dinâmica de ocupação territorial descrita foi decorrente da","['A) mecanização do processo produtivo.', 'B) adoção da colonização dirigida.', 'C) realização de reforma agrária.', 'D) ampliação de franjas urbanas.', 'E) expansão de frentes pioneiras.']",2019,Ciências humanas e suas tecnologias,E,74
"Questão 70) Em nenhuma outra época o corpo magro adquiriu um sentido de corpo ideal e esteve tão em evidência como nos dias atuais: esse corpo, nu ou vestido, exposto em diversas revistas femininas e masculinas, está na moda: é capa de revistas, matérias de jornais, manchetes publicitárias, e se transformou em sonho de consumo para milhares de pessoas. Partindo dessa concepção, o gordo passa a ter um corpo visivelmente sem comedimento, sem saúde, um corpo estigmatizado pelo desvio, o desvio pelo excesso. Entretanto, como afirma a escritora Marylin Wann, é perfeitamente possível ser gordo e saudável. Frequentemente os gordos adoecem não por causa da gordura, mas sim pelo estresse, pela opressão a que são submetidos.
VASCONCELOS, N. A.; SUDO, I.; SUDO, N. Um peso na alma: o corpo gordo e a mídia. Revista Mal-Estar e Subjetividade, No texto, o tratamento predominante na mídia sobre a relação entre saúde e corpo recebe a seguinte crítica:","['A) Difusão das estéticas antigas.', 'B) Exaltação das crendices populares.', 'C) Propagação das conclusões científicas.', 'D) Reiteração dos discursos hegemônicos.', 'E) Contestação dos estereótipos consolidados.']",2019,Ciências humanas e suas tecnologias,E,75
"Questão 71) No sistema capitalista, as muitas manifestações de crise criam condições que forçam a algum tipo de racionalização. Em geral, essas crises periódicas têm o efeito de expandir a capacidade produtiva e de renovar as condições de acumulação. Podemos conceber cada crise como uma mudança do processo de acumulação para um nível novo e superior.
HARVEY, D. A produção capitalista do espaço. A condição para a inclusão dos trabalhadores no novo processo produtivo descrito no texto é a","['A) associação sindical.', 'B) participação eleitoral.', 'C) migração internacional.', 'D) qualificação profissional.', 'E) regulamentação funcional.']",2019,Ciências humanas e suas tecnologias,D,76
"Questão 72) Art. 90. As nomeações dos deputados e senadores para a Assembleia Geral, e dos membros dos Conselhos Gerais das províncias, serão feitas por eleições, elegendo a massa dos cidadãos ativos em assembleias paroquiais, os eleitores de província, e estes, os representantes da nação e província.
Art. 92. São excluídos de votar nas assembleias paroquiais: I. Os menores de vinte e cinco anos, nos quais se não compreendem os casados, os oficiais militares, que forem maiores de vinte e um anos, os bacharéis formados e os clérigos de ordens sacras.
II. Os filhos de famílias, que estiverem na companhia de seus pais, salvo se servirem a ofícios públicos.
III. Os criados de servir, em cuja classe não entram os guarda-livros, e primeiros caixeiros das casas de comércio, os criados da Casa Imperial, que não forem de galão branco, e os administradores das fazendas rurais e fábricas.
IV. Os religiosos e quaisquer que vivam em comunidade claustral.
V. Os que não tiverem de renda líquida anual cem mil réis por bens de raiz, indústria, comércio, ou emprego.
De acordo com os artigos do dispositivo legal apresentado, o sistema eleitoral instituído no início do Império é marcado pelo(a)","['A) representação popular e sigilo individual.', 'B) voto indireto e perfil censitário.', 'C) liberdade pública e abertura política.', 'D) ética partidária e supervisão estatal.', 'E) caráter liberal e sistema parlamentar.']",2019,Ciências humanas e suas tecnologias,B,77
"Questão 73) O cristianismo incorporou antigas práticas relativas ao fogo para criar uma festa sincrética. A igreja retomou a distância de seis meses entre os nascimentos de Jesus Cristo e João Batista e instituiu a data de comemoração a este último de tal maneira que as festas do solstício de verão europeu com suas tradicionais fogueiras se tornaram “fogueiras de São João”. A festa do fogo e da luz no entanto não foi imediatamente associada a São João Batista. Na Baixa Idade Média, algumas práticas tradicionais da festa (como banhos, danças e cantos) foram perseguidas por monges e bispos. A partir do Concílio de Trento (1545-1563), a Igreja resolveu adotar celebrações em torno do fogo e associá-las à doutrina cristã.
CHIANCA, L. Devoção e diversão: expressões contemporâneas de festas e santos católicos. Revista Anthropológicas, Com o objetivo de se fortalecer, a instituição mencionada no texto adotou as práticas descritas, que consistem em","['A) promoção de atos ecumênicos.', 'B) fomento de orientações bíblicas.', 'C) apropriação de cerimônias seculares.', 'D) retomada de ensinamentos apostólicos.', 'E) ressignificação de rituais fundamentalistas.']",2019,Ciências humanas e suas tecnologias,C,78
"Questão 74) Penso que não há um sujeito soberano, fundador, uma forma universal de sujeito que poderíamos encontrar em todos os lugares. Penso, pelo contrário, que o sujeito se constitui através das práticas de sujeição ou, de maneira mais autônoma, através de práticas de liberação, de liberdade, como na Antiguidade — a partir, obviamente, de um certo número de regras, de estilos, que podemos encontrar no meio cultural.
FOUCAULT, M. Ditos e escritos V: ética, sexualidade, política. Rio de Janeiro: Forense Universitária, 2004.
O texto aponta que a subjetivação se efetiva numa dimensão","['A) legal, pautada em preceitos jurídicos.', 'B) racional, baseada em pressupostos lógicos.', 'C) contingencial, processada em interações sociais.', 'D) transcendental, efetivada em princípios religiosos.', 'E) essencial, fundamentada em parâmetros substancialistas.']",2019,Ciências humanas e suas tecnologias,C,79
"Questão 75) TEXTO I Os segredos da natureza se revelam mais sob a tortura dos experimentos do que no seu curso natural.
BACON, F. Novum Organum, 1620. In: HADOT, P. O véu de Ísis: ensaio sobre a história da ideia de natureza. São Paulo: Loyola, 2006.
TEXTO II O ser humano, totalmente desintegrado do todo, não percebe mais as relações de equilíbrio da natureza. Age de forma totalmente desarmônica sobre o ambiente, causando grandes desequilíbrios ambientais.
GUIMARÃES, M. A dimensão ambiental na educação. Campinas: Papirus, 1995.
Os textos indicam uma relação da sociedade diante da natureza caracterizada pela","['A) objetificação do espaço físico.', 'B) retomada do modelo criacionista.', 'C) recuperação do legado ancestral.', 'D) infalibilidade do método científico.', 'E) formação da cosmovisão holística.']",2019,Ciências humanas e suas tecnologias,A,80
"Questão 78) TEXTO I Duas coisas enchem o ânimo de admiração e veneração sempre crescentes: o céu estrelado sobre mim e a lei moral em mim.
TEXTO II Duas coisas admiro: a dura lei cobrindo-me e o estrelado céu dentro de mim.
FONTELA, O. Kant (relido). In: Poesia completa. São Paulo: Hedra, 2015.
A releitura realizada pela poeta inverte as seguintes ideias centrais do pensamento kantiano:","['A) Possibilidade da liberdade e obrigação da ação.', 'B) Aprioridade do juízo e importância da natureza.', 'C) Necessidade da boa vontade e crítica da metafísica.', 'D) Prescindibilidade do empírico e autoridade da razão.', 'E) Interioridade da norma e fenomenalidade do mundo.']",2019,Ciências humanas e suas tecnologias,E,83
"Questão 79) A soberania dos cidadãos dotados de plenos direitos era imprescindível para a existência da cidade-estado. Segundo os regimes políticos, a proporção desses cidadãos em relação à população total dos homens livres podia variar muito, sendo bastante pequena nas aristocracias e oligarquias e maior nas democracias.
CARDOSO, C. F. A cidade-estado clássica. São Paulo: Ática, 1985.
Nas cidades-estado da Antiguidade Clássica, a proporção de cidadãos descrita no texto é explicada pela adoção do seguinte critério para a participação política:","['A) Controle da terra.', 'B) Liberdade de culto.', 'C) Igualdade de gênero.', 'D) Exclusão dos militares.', 'E) Exigência da alfabetização.']",2019,Ciências humanas e suas tecnologias,A,84
"Questão 80) A Revolta da Vacina (1904) mostrou claramente o aspecto defensivo, desorganizado, fragmentado da ação popular. Não se negava o Estado, não se reivindicava participação nas decisões políticas; defendiam-se valores e direitos considerados acima da intervenção do Estado.
CARVALHO, J. M. Os bestializados: o Rio de Janeiro e a República A mobilização analisada representou um alerta, na medida em que a ação popular questionava","['A) a alta de preços.', 'B) a política clientelista.', 'C) as reformas urbanas.', 'D) o arbítrio governamental.', 'E) as práticas eleitorais.']",2019,Ciências humanas e suas tecnologias,D,85
"Questão 82) Tratava-se agora de construir um ritmo novo. Para tanto, era necessário convocar todas as forças vivas da Nação, todos os homens que, com vontade de trabalhar e confiança no futuro, pudessem erguer, num tempo novo, um novo Tempo. E, à grande convocação que conclamava o povo para a gigantesca tarefa, começaram a chegar de todos os cantos da imensa pátria os trabalhadores: os homens simples e quietos, com pés de raiz, rostos de couro e mãos de pedra, e no calcanho, em carro de boi, em lombo de burro, em paus-de-arara, por todas as formas possíveis e imagináveis, em sua mudez cheia de esperança, muitas vezes deixando para trás mulheres e filhos a aguardar suas promessas de melhores dias; foram chegando de tantos povoados, tantas cidades cujos nomes pareciam cantar saudades aos seus ouvidos, dentro dos antigos ritmos da imensa pátria... Terra de sol, Terra de luz... Brasil! Brasil! Brasília! MORAES, V.; JOBIM, A. C. Brasília, sinfonia da alvorada. III — A chegada No texto, a narrativa produzida sobre a construção de Brasília articula os elementos políticos e socioeconômicos indicados, respectivamente, em:","['A) Apelo simbólico e migração inter-regional.', 'B) Organização sindical e expansão do capital.', 'C) Segurança territorial e estabilidade financeira.', 'D) Consenso partidário e modernização rodoviária.', 'E) Perspectiva democrática e eficácia dos transportes.']",2019,Ciências humanas e suas tecnologias,A,87
"Questão 83) Saudado por centenas de militantes de movimentos sociais de quarenta países, o papa Francisco encerrou no dia 09/07/2015 o 2º Encontro Mundial dos Movimentos Populares, em Santa Cruz de La Sierra, na Bolívia. Segundo ele, a “globalização da esperança, que nasce dos povos e cresce entre os pobres, deve substituir esta globalização da exclusão e da indiferença”.
No texto há uma crítica ao seguinte aspecto do mundo globalizado:","['A) Liberdade política.', 'B) Mobilidade humana.', 'C) Conectividade cultural.', 'D) Disparidade econômica.', 'E) Complementaridade comercial.']",2019,Ciências humanas e suas tecnologias,D,88
"Questão 84) A Declaração Universal dos Direitos Humanos, adotada e proclamada pela Assembleia Geral da ONU na Resolução 217-A, de 10 de dezembro de 1948, foi um acontecimento histórico de grande relevância. Ao afirmar, pela primeira vez em escala planetária, o papel dos direitos humanos na convivência coletiva, pode ser considerada um evento inaugural de uma nova concepção de vida internacional.
LAFER, C. Declaração Universal dos Direitos Humanos (1948). In: MAGNOLI, D. (Org.). História da paz. São Paulo: Contexto, 2008.
A declaração citada no texto introduziu uma nova concepção nas relações internacionais ao possibilitar a","['A) superação da soberania estatal.', 'B) defesa dos grupos vulneráveis.', 'C) redução da truculência belicista.', 'D) impunidade dos atos criminosos.', 'E) inibição dos choques civilizacionais.']",2019,Ciências humanas e suas tecnologias,B,89
"Questão 86) A ocasião fez o ladrão: Francis Drake travava sua guerra de pirataria contra a Espanha papista quando roubou as tropas de mulas que levavam o ouro do Peru para o Panamá. Graças à cumplicidade da rainha Elizabeth I, ele reincide e saqueia as costas do Chile e do Peru antes de regressar pelo Oceano Pacífico, e depois pelo Índico. Ora, em Ternate ele oferece sua proteção a um sultão revoltado com os portugueses; assim nasce o primeiro entreposto inglês ultramarino.
FERRO, M. História das colonizações. Das colonizações às independências. Séculos XIII a XX. São Paulo: Cia. das Letras, 1996.
A tática adotada pela Inglaterra do século XVI, conforme citada no texto, foi o meio encontrado para","['A) restabelecer o crescimento da economia mercantil.', 'B) conquistar as riquezas dos territórios americanos.', 'C) legalizar a ocupação de possessões ibéricas.', 'D) ganhar a adesão das potências europeias.', 'E) fortalecer as rotas do comércio marítimo.']",2019,Ciências humanas e suas tecnologias,B,91
"Questão 87) O Ministério do Trabalho e Emprego (MTE) realizou 248 ações fiscais e resgatou um total de 1 590 trabalhadores da situação análoga à de escravo, em 2014, em todo o país. A análise do enfrentamento do trabalho em condições análogas às de escravo materializa a efetivação de parcerias inéditas no trato da questão, podendo ser referenciadas ações fiscais realizadas com o Ministério da Defesa, Exército Brasileiro, Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (Ibama) e Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio).
A estratégia defendida no texto para reduzir o problema social apontado consiste em:","['A) Articular os órgãos públicos.', 'B) Pressionar o Poder Legislativo.', 'C) Ampliar a emissão das multas.', 'D) Limitar a autonomia das empresas.', 'E) Financiar as pesquisas acadêmicas.']",2019,Ciências humanas e suas tecnologias,A,92
"Questão 89) Os moradores de Utqiagvik passaram dois meses quase totalmente na escuridão Os habitantes desta pequena cidade no Alasca — o estado dos Estados Unidos mais ao norte — já estão acostumados a longas noites sem ver a luz do dia. Em 18 de novembro de 2018, seus pouco mais de 4 mil habitantes viram o último pôr do sol do ano. A oportunidade seguinte para ver a luz do dia ocorreu no dia 23 de janeiro de 2019, às 13 h 04 min (horário local).
O fenômeno descrito está relacionado ao fato de a cidade citada ter uma posição geográfica condicionada pela","['A) continentalidade.', 'B) maritimidade.', 'C) longitude.', 'D) latitude.', 'E) altitude.']",2019,Ciências humanas e suas tecnologias,D,94
"Questão 90) A fome não é um problema técnico, pois ela não se deve à falta de alimentos, isso porque a fome convive hoje com as condições materiais para resolvê-la.
PORTO-GONÇALVES, C. W. Geografia da riqueza, fome e meio ambiente. In: OLIVEIRA, A. U.; MARQUES, M. I. M. (Org.). O campo no século XXI: território de vida, de luta e de construção da justiça O texto demonstra que o problema alimentar apresentado tem uma dimensão política por estar associado ao(à)","['A) escala de produtividade regional.', 'B) padrão de distribuição de renda.', 'C) dificuldade de armazenamento de grãos.', 'D) crescimento da população mundial.', 'E) custo de escoamento dos produtos.']",2019,Ciências humanas e suas tecnologias,B,95
"Questão 92) O 2,4-dinitrofenol (DNP) é conhecido como desacoplador da cadeia de elétrons na mitocôndria e apresenta um efeito emagrecedor. Contudo, por ser perigoso e pela ocorrência de casos letais, seu uso como medicamento é proibido em diversos países, inclusive no Brasil. Na mitocôndria, essa substância captura, no espaço intermembranas, prótons (H+) provenientes da atividade das proteínas da cadeia respiratória, retornando-os à matriz mitocondrial. Assim, esses prótons não passam pelo transporte enzimático na membrana interna.
GRUNDLINGH, J. et al. 2,4-Dinitrophenol (DNP): a Weight Loss Agent with Significant Acute Toxicity and Risk of Death. O efeito emagrecedor desse composto está relacionado ao(à)","['A) obstrução da cadeia respiratória, resultando em maior consumo celular de ácidos graxos.', 'B) bloqueio das reações do ciclo de Krebs, resultando em maior gasto celular de energia.', 'C) diminuição da produção de acetil CoA, resultando em maior gasto celular de piruvato.', 'D) inibição da glicólise, resultando em maior absorção celular da glicose sanguínea.', 'E) redução da produção de ATP, resultando em maior gasto celular de nutrientes.']",2019,Ciências da natureza e suas tecnologias,E,97
"Questão 93) Em 1808, Dalton publicou o seu famoso livro intitulado Um novo sistema de filosofia química (do original A New System of Chemical Philosophy), no qual continha os cinco postulados que serviam como alicerce da primeira teoria atômica da matéria fundamentada no método científico. Esses postulados são numerados a seguir: 1. A matéria é constituída de átomos indivisíveis.
2. Todos os átomos de um dado elemento químico são idênticos em massa e em todas as outras propriedades.
3. Diferentes elementos químicos têm diferentes tipos de átomos; em particular, seus átomos têm diferentes massas.
4. Os átomos são indestrutíveis e nas reações químicas mantêm suas identidades.
5. Átomos de elementos combinam com átomos de outros elementos em proporções de números inteiros pequenos para formar compostos.
Após o modelo de Dalton, outros modelos baseados em outros dados experimentais evidenciaram, entre outras coisas, a natureza elétrica da matéria, a composição e organização do átomo e a quantização da energia no modelo atômico.
OXTOBY, D. W.; GILLIS, H. P.; BUTLER, L. J. Principles of Modern Com base no modelo atual que descreve o átomo, qual dos postulados de Dalton ainda é considerado correto?","['A) 1', 'B) 2', 'C) 3', 'D) 4', 'E) 5']",2019,Ciências da natureza e suas tecnologias,E,98
"Questão 95) As redes de alta tensão para transmissão de energia elétrica geram campo magnético variável o suficiente para induzir corrente elétrica no arame das cercas. Tanto os animais quanto os funcionários das propriedades rurais ou das concessionárias de energia devem ter muito cuidado ao se aproximarem de uma cerca quando esta estiver próxima a uma rede de alta tensão, pois, se tocarem no arame da cerca, poderão sofrer choque elétrico.
Para minimizar este tipo de problema, deve-se:","['A) Fazer o aterramento dos arames da cerca.', 'B) Acrescentar fusível de segurança na cerca.', 'C) Realizar o aterramento da rede de alta tensão.', 'D) Instalar fusível de segurança na rede de alta tensão.', 'E) Utilizar fios encapados com isolante na rede de alta tensão.']",2019,Ciências da natureza e suas tecnologias,A,100
"Questão 96) A esquistossomose (barriga-dʼágua) caracteriza-se pela inflamação do fígado e do baço causada pelo verme Schistosoma mansoni (esquistossomo). O contágio ocorre depois que larvas do verme são liberadas na água pelo caramujo do gênero Biomphalaria, seu hospedeiro intermediário, e penetram na pele humana. Após o diagnóstico, o tratamento tradicional utiliza medicamentos por via oral para matar o parasita dentro do corpo. Uma nova estratégia terapêutica baseia-se na utilização de uma vacina, feita a partir de uma proteína extraída do verme, que induz o organismo humano a produzir anticorpos para combater e prevenir a doença.
Instituto Oswaldo Cruz/Fundação Oswaldo Cruz (IOC/Fiocruz). Fiocruz Uma vantagem da vacina em relação ao tratamento tradicional é que ela poderá","['A) impedir a penetração do parasita pela pele.', 'B) eliminar o caramujo para que não haja contágio.', 'C) impedir o acesso do esquistossomo especificamente para o fígado.', 'D) eliminar o esquistossomo antes que ocorra contato com o organismo.', 'E) eliminar o esquistossomo dentro do organismo antes da manifestação de sintomas.']",2019,Ciências da natureza e suas tecnologias,E,101
"Questão 98) O odor que permanece nas mãos após o contato com alho pode ser eliminado pela utilização de um “sabonete de aço inoxidável”, constituído de aço inox (74%), cromo e níquel. A principal vantagem desse “sabonete” é que ele não se desgasta com o uso. Considere que a principal substância responsável pelo odor de alho é a alicina (estrutura I) e que, para que o odor seja eliminado, ela seja transformada na estrutura II.
Estrutura I CH2 ═ CH — CH2 — S — S — CH2 — CH ═ CH2 Estrutura II Na conversão de I em II, o “sabonete” atuará como um","['A) ácido.', 'B) redutor.', 'C) eletrólito.', 'D) tensoativo.', 'E) catalisador.']",2019,Ciências da natureza e suas tecnologias,E,103
"Questão 99) poluição radioativa compreende mais de 200 nuclídeos, sendo que, do ponto de vista de impacto ambiental, destacam-se o césio-137 e o estrôncio-90. A maior contribuição de radionuclídeos antropogênicos no meio marinho ocorreu durante as décadas de 1950 e 1960, como resultado dos testes nucleares realizados na atmosfera. O estrôncio-90 pode se acumular nos organismos vivos e em cadeias alimentares e, em razão de sua semelhança química, pode participar no equilíbrio com carbonato e substituir o cálcio em diversos processos biológicos.
FIGUEIRA, R. C. L.; CUNHA, I. I. L. A contaminação dos oceanos por Ao entrar numa cadeia alimentar da qual o homem faz parte, em qual tecido do organismo humano o estrôncio-90 será acumulado predominantemente?","['A) Cartilaginoso.', 'B) Sanguíneo.', 'C) Muscular.', 'D) Nervoso.', 'E) Ósseo.']",2019,Ciências da natureza e suas tecnologias,E,104
"Questão 100) Dois amigos se encontram em um posto de gasolina para calibrar os pneus de suas bicicletas. Uma das bicicletas é de corrida (bicicleta A) e a outra, de passeio (bicicleta B). Os pneus de ambas as bicicletas têm as mesmas características, exceto que a largura dos pneus de A é menor que a largura dos pneus de B. Ao calibrarem os pneus das bicicletas A e B, respectivamente com pressões de calibração pA e pB, os amigos observam que o pneu da bicicleta A deforma, sob mesmos esforços, muito menos que o pneu da bicicleta B. Pode-se considerar que as massas de ar comprimido no pneu da bicicleta A, mA, e no pneu da bicicleta B, mB, são diretamente proporcionais aos seus volumes.
Comparando as pressões e massas de ar comprimido nos pneus das bicicletas, temos:","['A) pA < pB e mA < mB', 'B) pA > pB e mA < mB', 'C) pA > pB e mA = mB', 'D) pA < pB e mA = mB', 'E) pA > pB e mA > mB']",2019,Ciências da natureza e suas tecnologias,B,105
"Questão 102) As cutias, pequenos roedores das zonas tropicais, transportam pela boca as sementes que caem das árvores, mas, em vez de comê-las, enterram-nas em outro lugar. Esse procedimento lhes permite salvar a maioria de suas sementes enterradas para as épocas mais secas, quando não há frutos maduros disponíveis. Cientistas descobriram que as cutias roubam as sementes enterradas por outras, e esse comportamento de “ladroagem” faz com que uma mesma semente possa ser enterrada dezenas de vezes.
Essa “ladroagem” está associada à relação de","['A) sinfilia.', 'B) predatismo.', 'C) parasitismo.', 'D) competição.', 'E) comensalismo.']",2019,Ciências da natureza e suas tecnologias,D,107
"Questão 104) A cada safra, a quantidade de café beneficiado é igual à quantidade de resíduos gerados pelo seu beneficiamento. O resíduo pode ser utilizado como fertilizante, pois contém cerca de 6,5% de pectina (um polissacarídeo), aproximadamente 25% de açúcares fermentáveis (frutose, sacarose e galactose), bem como resíduos de alcaloides (compostos aminados) que não foram extraídos no processo.
LIMA, L. K. S. et al. Utilização de resíduo oriundo da torrefação do café na agricultura em substituição à adubação convencional. ACSA — Agropecuária Científica no Semi-Árido, Esse resíduo contribui para a fertilidade do solo, pois","['A) possibilita a reciclagem de carbono e nitrogênio.', 'B) promove o deslocamento do alumínio, que é tóxico.', 'C) melhora a compactação do solo por causa da presença de pectina.', 'D) eleva o pH do solo em função da degradação dos componentes do resíduo.', 'E) apresenta efeitos inibidores de crescimento para a maioria das espécies vegetais pela cafeína.']",2019,Ciências da natureza e suas tecnologias,A,109
"Questão 105) Um alimento orgânico deve apresentar em sua embalagem o selo de uma instituição certificadora, garantindo ao consumidor que, além de ser um alimento isento de agrotóxicos, também é produzido com técnicas planejadas e controladas. A técnica de produção desses alimentos causa menor impacto aos recursos naturais, contribuindo para melhorar a qualidade de vida das pessoas.
Nesse sistema de produção de alimentos vegetais, o controle de insetos é manejado por meio do(a)","['A) prática de adubação verde.', 'B) emprego da compostagem.', 'C) controle da irrigação do solo.', 'D) utilização de predadores naturais.', 'E) uso de sementes inoculadas com Rhizobium.']",2019,Ciências da natureza e suas tecnologias,D,110
"Questão 106) Com base nos experimentos de plantas de Mendel, foram estabelecidos três princípios básicos, que são conhecidos como leis da uniformidade, segregação e distribuição independente. A lei da distribuição independente refere-se ao fato de que os membros de pares diferentes de genes segregam-se independentemente, uns dos outros, para a prole.
Hoje, sabe-se que isso nem sempre é verdade. Por quê?","['A) A distribuição depende do caráter de dominância ou recessividade do gene.', 'B) Os organismos nem sempre herdam cada um dos genes de cada um dos genitores.', 'C) As alterações cromossômicas podem levar a falhas na segregação durante a meiose.', 'D) Os genes localizados fisicamente próximos no mesmo cromossomo tendem a ser herdados juntos.', 'E) O cromossomo que contém dois determinados genes pode não sofrer a disjunção na primeira fase da meiose.']",2019,Ciências da natureza e suas tecnologias,D,111
"Questão 110) Na família Retroviridae encontram-se diversos vírus que infectam aves e mamíferos, sendo caracterizada pela produção de DNA a partir de uma molécula de RNA. Alguns retrovírus infectam exclusivamente humanos, não necessitando de outros hospedeiros, reservatórios ou vetores biológicos. As infecções ocasionadas por esses vírus vêm causando mortes e grandes prejuízos ao desenvolvimento social e econômico. Nesse contexto, pesquisadores têm produzido medicamentos que contribuem para o tratamento dessas doenças.
Que avanços tecnológicos têm contribuído para o tratamento dessas infecções virais?","['A) Melhoria dos métodos de controle dos vetores desses vírus.', 'B) Fabricação de soros mutagênicos para combate desses vírus.', 'C) Investimento da indústria em equipamentos de proteção individual.', 'D) Produção de vacinas que evitam a infecção das células hospedeiras.', 'E) Desenvolvimento de antirretrovirais que dificultam a reprodução desses vírus.']",2019,Ciências da natureza e suas tecnologias,E,115
"Questão 115) Algumas toneladas de medicamentos para uso humano e veterinário são produzidas por ano. Os fármacos são desenvolvidos para serem estáveis, mantendo suas propriedades químicas de forma a atender a um propósito terapêutico. Após o consumo de fármacos, parte de sua dosagem é excretada de forma inalterada, persistindo no meio ambiente. Em todo o mundo, antibióticos, hormônios, anestésicos, anti-inflamatórios, entre outros, são detectados em concentrações preocupantes no esgoto doméstico, em águas superficiais e de subsolo. Dessa forma, a ocorrência de fármacos residuais no meio ambiente pode apresentar efeitos adversos em organismos aquáticos e terrestres.
BILA, D. M.; DEZOTTI, M. Fármacos no meio ambiente. Qual ação minimiza a permanência desses contaminantes nos recursos hídricos?","['A) Utilização de esterco como fertilizante na agricultura.', 'B) Ampliação das redes de coleta de esgoto na zona urbana.', 'C) Descarte dos medicamentos fora do prazo de validade em lixões.', 'D) Desenvolvimento de novos processos nas estações de tratamento de efluentes.', 'E) Reúso dos lodos provenientes das estações de tratamento de esgoto na agricultura.']",2019,Ciências da natureza e suas tecnologias,D,120
"Questão 116) Um teste de laboratório permite identificar alguns cátions metálicos ao introduzir uma pequena quantidade do material de interesse em uma chama de bico de Bunsen para, em seguida, observar a cor da luz emitida.
A cor observada é proveniente da emissão de radiação eletromagnética ao ocorrer a","['A) mudança da fase sólida para a fase líquida do elemento metálico.', 'B) combustão dos cátions metálicos provocada pelas moléculas de oxigênio da atmosfera.', 'C) diminuição da energia cinética dos elétrons em uma mesma órbita na eletrosfera atômica.', 'D) transição eletrônica de um nível mais externo para outro mais interno na eletrosfera atômica.', 'E) promoção dos elétrons que se encontram no estado fundamental de energia para níveis mais energéticos.']",2019,Ciências da natureza e suas tecnologias,D,121
"Questão 118) Na piscicultura, costumam-se usar larvas de Artemia (crustáceo) para alimentar larvas de peixes. Ovos de Artemia são colocados em garrafas com água salgada e, sob condições ótimas de temperatura, luz e oxigênio, eles eclodem, liberando suas larvas, também conhecidas como náuplios. Para recolher os náuplios, coloca-se uma lâmpada branca fluorescente na boca da garrafa e estes começam a subir em direção ao gargalo.
Esse comportamento das artêmias é chamado de","['A) geotropismo positivo.', 'B) fototropismo positivo.', 'C) hidrotropismo negativo.', 'D) termotropismo negativo.', 'E) quimiotropismo negativo.']",2019,Ciências da natureza e suas tecnologias,B,123
"Questão 120) Na madrugada de 11 de março de 1978, partes de um foguete soviético reentraram na atmosfera acima da cidade do Rio de Janeiro e caíram no Oceano Atlântico. Foi um belo espetáculo, os inúmeros fragmentos entrando em ignição devido ao atrito com a atmosfera brilharam intensamente, enquanto “cortavam o céu”. Mas se a reentrada tivesse acontecido alguns minutos depois, teríamos uma tragédia, pois a queda seria na área urbana do Rio de Janeiro e não no oceano.
LAS CASAS, R. Lixo espacial. Observatório Astronômico Frei Rosário, De acordo com os fatos relatados, a velocidade angular do foguete em relação à Terra no ponto de reentrada era","['A) igual à da Terra e no mesmo sentido.', 'B) superior à da Terra e no mesmo sentido.', 'C) inferior à da Terra e no sentido oposto.', 'D) igual à da Terra e no sentido oposto.', 'E) superior à da Terra e no sentido oposto.']",2019,Ciências da natureza e suas tecnologias,B,125
"Questão 121) A eritropoetina (EPO) é um hormônio endógeno secretado pelos rins que influencia a maturação dos eritrócitos. Suas formas recombinantes, sintetizadas em laboratório, têm sido usadas por alguns atletas em esportes de resistência na busca por melhores resultados. No entanto, a administração da EPO recombinante no esporte foi proibida pelo Comitê Olímpico Internacional e seu uso considerado doping.
MARTELLI, A. Eritropoetina: síntese e liberação fisiológica e o uso de sua forma recombinante no esporte. Perspectivas Online: Uma influência que esse doping poderá exercer na melhoria da capacidade física desses atletas está relacionada ao transporte de","['A) lipídios, para aumento do gasto calórico.', 'B) ATP, para aumento da síntese hormonal.', 'C) oxigênio, para aumento da produção de ATP.', 'D) proteínas, para aumento da massa muscular.', 'E) vitamina C, para aumento da integridade dos vasos sanguíneos.']",2019,Ciências da natureza e suas tecnologias,C,126
"Questão 122) O objetivo de recipientes isolantes térmicos é minimizar as trocas de calor com o ambiente externo. Essa troca de calor é proporcional à condutividade térmica k e à área interna das faces do recipiente, bem como à diferença de temperatura entre o ambiente externo e o interior do recipiente, além de ser inversamente proporcional à espessura das faces.
A fim de avaliar a qualidade de dois recipientes A (40 cm × 40 cm × 40 cm) e B (60 cm × 40 cm × 40 cm), de faces de mesma espessura, uma estudante compara suas condutividades térmicas kA e kB. Para isso suspende, dentro de cada recipiente, blocos idênticos de gelo a 0 °C, de modo que suas superfícies estejam em contato apenas com o ar. Após um intervalo de tempo, ela abre os recipientes enquanto ambos ainda contêm um pouco de gelo e verifica que a massa de gelo que se fundiu no recipiente B foi o dobro da que se fundiu no recipiente A.
A razão kA kB é mais próxima de","['A) 0,50.', 'B) 0,67.', 'C) 0,75.', 'D) 1,33.', 'E) 2,00.']",2019,Ciências da natureza e suas tecnologias,B,127
